file,hr
060200_v01_bvp.npy,79.95198079231692
060200_v02_bvp.npy,116.68667466986794
060200_v03_bvp.npy,75.63025210084034
060200_v04_bvp.npy,103.72148859543817
060201_v01_bvp.npy,58.34333733493397
060201_v02_bvp.npy,103.72148859543817
060201_v03_bvp.npy,71.30852340936374
060201_v04_bvp.npy,114.52581032412965
060202_v01_bvp.npy,88.5954381752701
060202_v02_bvp.npy,110.20408163265304
060202_v03_bvp.npy,86.4345738295318
060202_v04_bvp.npy,105.88235294117646
060203_v01_bvp.npy,84.27370948379351
060203_v02_bvp.npy,108.04321728691475
060203_v03_bvp.npy,88.5954381752701
060203_v04_bvp.npy,86.4345738295318
060204_v01_bvp.npy,92.9171668667467
060204_v02_bvp.npy,112.36494597839136
060204_v03_bvp.npy,90.7563025210084
060204_v04_bvp.npy,99.39975990396158
060205_v01_bvp.npy,64.82593037214885
060205_v02_bvp.npy,71.30852340936374
060205_v03_bvp.npy,62.66506602641056
060205_v04_bvp.npy,64.82593037214885
060206_v01_bvp.npy,75.63025210084034
060206_v02_bvp.npy,97.23889555822329
060206_v03_bvp.npy,66.98679471788715
060206_v04_bvp.npy,95.07803121248499
060207_v01_bvp.npy,97.23889555822329
060207_v02_bvp.npy,121.00840336134453
060207_v03_bvp.npy,92.9171668667467
060207_v04_bvp.npy,121.00840336134453
060208_v01_bvp.npy,79.95198079231692
060208_v02_bvp.npy,105.88235294117646
060208_v03_bvp.npy,84.27370948379351
060208_v04_bvp.npy,86.4345738295318
060209_v01_bvp.npy,82.11284513805522
060209_v02_bvp.npy,103.72148859543817
060209_v03_bvp.npy,79.95198079231692
060209_v04_bvp.npy,92.9171668667467
